personid,age,hisp,PriceCategory,married,MyBestBuy,hhincome,appliances,Warranty,familysize,productgeneration,newcustomer,weekend
48507020,69,0,3,1,0,11.172,1,1,3,3,1,0
60440020,62,0,5,1,0,11.208,0,1,4,5,1,0
19904020,67,0,12,0,1,11.256,0,0,2,7,1,0
41868020,61,0,11,1,0,11.296,1,1,4,6,1,1
19735040,70,0,8,0,1,11.322,1,1,1,5,1,1
37618020,69,0,10,1,1,11.324,0,0,3,6,1,0
37618010,67,0,10,1,1,11.324,1,0,4,7,1,0
79770020,62,0,10,0,0,11.328,0,1,2,6,0,1
51018010,65,0,9,0,1,11.352,0,1,1,6,1,1
60082010,65,0,8,0,0,11.364,0,1,2,5,1,0
39047040,72,0,12,0,1,11.4,0,1,2,7,0,1
14655030,70,0,12,0,1,11.4,1,1,2,7,0,1
19662010,68,0,12,0,1,11.4,0,1,2,8,1,0
59569010,67,0,12,0,1,11.443,1,1,1,8,1,0
79059030,73,0,6,1,0,11.468,0,1,3,4,0,1
79059020,67,0,12,1,1,11.468,0,1,3,8,1,0
51106010,61,0,9,0,0,11.476,0,0,1,6,1,1
23500010,65,0,10,1,1,11.544,0,1,3,7,1,1
23500040,72,0,6,1,0,11.544,0,1,4,4,1,0
82270010,67,0,17,0,0,11.568,1,0,2,10,1,0
64614030,71,1,16,1,1,11.568,0,1,3,10,1,0
30551010,67,1,9,0,1,11.58,0,1,2,7,0,0
59693010,65,0,11,0,0,11.652,1,0,2,8,1,1
84626010,59,0,2,0,0,11.688,0,0,1,2,1,1
22348010,69,0,12,0,1,11.7,1,1,2,8,1,1
57499010,60,0,12,0,0,11.736,1,1,1,7,0,1
78435010,66,0,12,0,1,11.748,1,0,2,7,1,0
23039020,65,0,12,1,1,11.76,1,0,3,8,0,1
36643030,70,0,12,0,1,11.76,1,0,1,7,0,1
23039010,67,0,8,1,1,11.76,0,1,3,5,1,0
21117010,68,0,7,0,0,11.76,0,1,1,5,1,0
18047030,69,0,12,0,1,11.784,0,1,2,7,0,1
81920010,65,0,12,0,1,11.808,1,0,2,7,0,1
17623020,68,0,5,1,1,11.836,0,0,3,3,1,0
17623010,67,0,11,1,1,11.836,0,0,4,6,1,0
86648020,64,1,5,1,0,11.856,1,0,3,4,0,1
12232010,65,0,12,1,1,11.88,1,1,4,7,1,1
13137020,61,0,7,1,0,11.916,0,1,4,5,0,0
18918010,65,0,3,1,0,11.946,0,1,3,3,1,1
75697010,58,0,16,0,0,11.952,0,1,1,9,0,1
84628020,66,0,4,0,0,11.96,0,1,1,4,0,0
59736010,59,0,9,1,1,11.964,1,1,3,5,1,0
59736040,69,0,12,1,0,11.964,0,1,3,8,1,1
85151030,72,0,12,0,1,11.978,1,1,1,7,1,1
22984010,65,0,12,1,1,12,1,1,4,8,0,1
20041010,64,0,2,1,0,12,0,0,4,3,1,0
59574010,63,0,6,1,0,12,1,0,4,4,1,0
18831010,66,0,7,0,1,12,1,1,2,5,1,0
56051010,65,0,9,1,0,12.024,0,1,4,6,1,0
52996010,68,0,11,0,1,12.036,1,1,2,7,1,0
21015010,68,1,14,1,1,12.056,0,0,4,9,0,0
21015020,60,0,14,1,1,12.056,0,1,4,9,0,1
79266030,72,0,9,1,1,12.096,0,1,4,7,1,0
79266020,68,0,8,1,0,12.096,1,1,3,5,1,0
48904010,64,0,12,0,0,12.1,1,1,1,8,1,1
13317010,62,0,13,1,0,12.12,0,1,3,7,1,0
22492020,65,0,10,1,1,12.144,0,1,3,7,1,0
58486010,67,0,12,0,1,12.144,0,1,1,7,0,0
14640010,67,0,12,0,1,12.148,1,1,1,8,1,0
80171020,68,0,8,1,0,12.148,1,1,3,5,1,1
80171010,68,0,12,1,1,12.148,1,0,3,8,0,0
86203010,63,0,12,0,0,12.156,0,1,2,7,0,0
60539010,64,0,12,1,0,12.156,0,0,3,8,0,1
77537020,69,0,12,0,0,12.172,1,0,2,8,0,0
19569010,63,0,11,1,1,12.192,1,1,3,6,1,0
38806040,70,0,12,1,0,12.204,0,1,4,7,1,0
77835030,69,0,14,1,1,12.216,1,0,4,9,1,0
15636010,59,0,11,0,0,12.224,0,1,1,8,1,0
62179040,80,1,3,1,1,12.24,0,0,4,3,1,1
84618010,61,0,11,0,0,12.307,0,1,2,7,0,1
19031020,67,0,10,0,1,12.332,1,0,2,7,1,1
82857010,66,0,10,0,0,12.336,1,1,1,7,1,0
21774010,68,0,17,0,1,12.344,1,0,1,10,1,0
59702020,63,0,10,1,0,12.36,0,0,3,6,1,1
50869030,69,0,12,1,1,12.362821,1,0,3,8,0,1
50869020,65,0,8,1,1,12.362821,0,1,3,6,1,0
57976040,71,0,12,1,1,12.4,1,1,4,8,0,0
44173010,69,0,8,0,1,12.432,1,1,2,5,1,1
86128030,70,0,7,1,0,12.432,1,1,4,6,1,0
86128020,65,0,6,1,1,12.432,1,1,3,5,1,0
18229010,65,0,10,0,1,12.451,0,1,1,6,1,1
40108010,66,0,12,0,0,12.468,1,1,1,8,1,0
21078040,73,1,1,1,1,12.572,0,0,4,1,1,1
48683010,65,0,12,1,1,12.576,0,1,3,7,1,1
23348040,69,0,16,1,1,12.6,0,1,4,9,1,0
44334010,59,0,2,0,1,12.6,0,1,2,3,1,1
50243020,66,0,8,1,0,12.6,1,1,3,6,0,0
37414010,65,0,12,1,1,12.6,0,1,3,8,1,1
50243010,66,0,8,1,0,12.6,1,1,3,5,0,1
50321010,66,0,9,0,0,12.608,1,0,1,5,1,1
19050010,60,1,9,0,0,12.636,0,0,2,6,0,0
18155020,67,0,10,1,0,12.684,0,0,4,7,0,0
18155030,70,0,3,1,1,12.684,0,0,3,2,1,1
14251010,67,0,17,0,1,12.71,1,0,2,9,1,1
33144010,65,0,12,0,0,12.732,1,1,2,8,1,0
43225010,65,0,14,0,1,12.752,1,0,2,8,1,0
42165010,68,1,7,1,0,12.768,0,1,4,4,1,0
42165040,78,1,4,1,1,12.768,0,1,3,4,0,0
33027010,68,0,11,0,1,12.8,0,0,2,8,0,0
72862010,65,0,12,0,0,12.86,1,1,1,8,1,0
82247020,60,0,12,0,0,12.864,0,1,1,7,1,1
57284020,64,0,11,1,0,12.88,1,0,3,6,1,1
88272020,68,1,5,1,1,12.888,0,0,3,5,0,0
88272010,69,1,5,1,0,12.888,0,0,4,3,1,1
75747010,67,0,12,0,1,12.944,1,0,2,8,1,1
46331010,65,0,14,0,0,13.032,1,1,1,9,1,0
52672010,66,0,7,0,1,13.064,0,0,2,4,0,0
41423010,67,0,6,1,1,13.068,0,1,4,5,1,1
89277020,64,1,1,1,0,13.152,0,0,3,3,1,0
89277010,69,1,1,1,0,13.152,0,0,3,1,1,1
12987010,63,1,9,1,0,13.154,0,0,4,6,1,0
86553020,61,1,12,1,0,13.186,0,0,4,8,1,0
52459010,62,0,11,1,0,13.2,0,1,4,7,1,1
79021010,66,0,13,0,1,13.212,1,1,2,7,0,0
73934010,68,0,12,1,1,13.236,0,1,4,8,0,1
73934020,68,0,12,1,0,13.236,1,1,3,8,1,0
12106010,64,0,9,1,1,13.242,0,1,4,6,0,0
64867020,69,1,7,1,0,13.26,1,1,3,5,1,0
64867030,72,1,9,1,0,13.26,1,0,3,6,1,1
37636010,68,0,14,0,1,13.272,1,0,1,9,1,0
44145010,62,0,11,1,1,13.284,0,1,3,6,1,0
85214010,64,0,12,0,0,13.308,1,1,2,8,0,1
47679030,76,0,12,1,1,13.31,1,1,4,8,1,0
19213030,78,0,8,1,1,13.32,0,0,4,5,1,1
19213020,66,0,12,1,1,13.32,0,1,4,7,1,0
78310010,67,0,12,0,0,13.34,1,1,2,8,1,0
15784010,65,0,8,1,1,13.343,0,1,4,5,0,1
12195010,68,0,13,0,1,13.35282,0,1,1,8,1,1
44535010,66,0,6,1,1,13.353,1,1,4,4,1,1
87677010,59,0,9,1,0,13.356,0,1,3,7,1,1
48360010,68,0,10,0,1,13.356,0,0,2,6,0,1
87677020,65,0,11,1,1,13.356,1,0,4,8,0,0
84836010,65,0,14,0,0,13.372,1,1,2,9,1,1
73836010,67,0,10,0,1,13.392,1,1,1,7,1,1
51863020,63,0,6,1,0,13.392,1,1,3,5,1,0
82501040,71,1,13,0,1,13.395,1,0,1,7,1,0
64889010,65,1,8,0,0,13.4,1,1,2,6,1,1
83573010,65,0,12,0,1,13.412,1,0,2,8,0,1
85774030,57,0,10,0,1,13.44,0,1,1,7,1,0
73904020,67,0,12,0,0,13.448,1,0,1,8,0,1
82849010,61,0,14,1,1,13.512,0,1,4,8,1,1
87483020,67,0,12,0,1,13.552,1,0,1,8,1,1
12417010,68,0,14,0,1,13.562,1,0,1,8,1,0
10648010,59,0,12,1,0,13.616,0,0,3,8,1,0
14275010,63,0,9,1,1,13.616,0,0,4,5,1,0
45367020,66,0,10,0,0,13.746,1,1,1,6,1,0
35033030,71,0,12,0,0,13.776,0,0,1,7,1,0
65550010,59,1,8,1,0,13.8,1,0,3,5,1,1
65550020,69,1,5,1,1,13.8,1,1,4,3,1,1
73138010,65,0,14,0,1,13.8,1,1,2,8,1,0
52171030,70,0,11,1,0,13.8,1,1,3,6,0,0
52171020,67,0,12,1,0,13.8,1,1,3,8,1,0
25343010,64,0,12,0,0,13.812,1,0,1,8,1,0
61074030,69,0,9,1,0,13.824,0,0,4,7,1,1
53430010,68,0,9,1,1,13.828,1,1,4,6,0,1
52015010,66,0,10,0,1,13.836,1,1,2,6,1,0
11071020,64,0,12,1,0,13.86,0,1,4,7,1,1
11071010,67,0,13,1,1,13.86,1,1,3,7,1,0
17468010,67,0,12,0,1,13.888,1,0,1,7,1,0
19117010,68,1,0,1,0,13.908,0,0,3,1,0,1
83472030,77,0,13,0,0,13.912,1,1,2,8,1,0
20712020,68,1,12,1,1,13.92,1,1,4,7,1,0
56698010,64,0,8,1,1,13.92,0,1,3,6,1,1
20712030,75,1,12,1,1,13.92,1,1,3,8,0,0
56698020,60,0,8,1,0,13.92,1,1,4,5,1,1
53094040,79,0,10,1,1,14,1,1,4,7,1,1
54053010,68,0,6,1,1,14.02,0,1,4,5,1,1
54053020,68,0,8,1,1,14.02,1,1,4,6,0,0
83974010,58,0,14,1,0,14.024,0,0,3,9,1,0
17833010,62,0,9,1,1,14.04,0,1,4,5,1,0
53730020,65,0,10,1,0,14.04,1,1,4,6,1,0
17833020,64,0,3,1,1,14.04,0,0,4,2,1,0
53730010,68,0,12,1,1,14.04,1,1,4,7,0,1
33217040,72,0,11,1,1,14.04,0,1,4,7,1,1
47057010,68,1,12,0,1,14.052,1,0,1,7,1,1
52382010,65,0,12,1,1,14.076,1,1,4,7,1,1
52382020,65,0,10,1,0,14.076,1,1,4,6,1,1
10225010,65,0,8,0,1,14.101,1,1,1,5,1,1
13897010,65,0,12,0,0,14.12,0,0,1,8,1,0
21544010,59,0,12,0,0,14.124,1,0,2,7,1,0
82096010,67,1,4,1,0,14.126,0,1,3,4,1,0
45172020,68,0,8,0,1,14.128,1,1,2,6,0,1
65888030,78,1,12,1,1,14.148,1,0,3,7,1,1
65888020,67,1,3,1,0,14.148,1,0,3,2,1,0
32361010,65,0,12,0,0,14.168,1,0,2,7,0,1
73565020,68,0,12,1,0,14.2,0,1,4,7,1,1
23827040,71,0,7,1,0,14.2,1,1,3,6,1,0
12318010,67,0,9,0,0,14.208,1,1,1,5,0,1
82415010,65,0,16,0,1,14.24,0,1,1,9,1,0
80387020,64,1,4,1,0,14.25,1,1,3,4,1,1
80387010,67,1,2,1,1,14.25,0,0,4,3,0,0
50456040,72,0,12,1,1,14.316,1,0,3,7,0,0
85892040,71,0,10,0,0,14.364,0,1,1,7,1,0
78529010,67,0,9,0,1,14.364,1,1,1,5,0,1
36230020,66,0,12,1,0,14.4,1,0,4,7,0,0
14024020,66,0,12,1,0,14.4,0,1,4,7,1,1
86656010,68,1,13,0,1,14.4,1,0,2,8,1,0
36230010,67,0,10,1,1,14.4,1,0,4,7,0,0
14024030,69,0,5,1,1,14.4,1,1,4,4,0,0
17588040,70,0,4,1,1,14.4,0,1,4,4,1,1
83032020,69,0,13,1,0,14.432,1,1,3,8,1,0
34274030,69,0,17,1,1,14.46,1,1,3,10,1,1
21682010,68,0,10,0,1,14.496,0,0,1,7,1,0
20293040,73,0,16,0,1,14.496,1,1,1,9,1,1
23197010,65,1,1,1,0,14.514,1,1,4,1,1,1
56104030,73,1,10,1,0,14.52,0,0,4,7,0,0
56104020,65,1,3,1,0,14.52,0,0,4,3,1,0
55088020,68,0,13,0,1,14.52,1,0,1,8,0,0
53898010,65,0,10,0,1,14.532,0,0,2,6,1,1
24240010,67,0,16,1,1,14.54,1,1,3,9,0,0
24240020,66,0,16,1,1,14.54,1,0,4,9,1,0
73025020,68,0,5,1,1,14.58,1,0,3,4,1,0
73025010,66,0,11,1,1,14.58,1,1,3,8,1,1
23886020,66,0,12,1,1,14.599,0,1,3,7,0,0
13140040,74,0,7,1,1,14.616,1,0,4,5,1,0
13140010,68,0,12,1,1,14.616,0,1,3,7,1,0
86990030,53,0,12,1,0,14.633285,1,1,3,7,0,0
18163030,69,0,9,1,1,14.64,0,1,3,6,1,0
86293010,66,0,14,0,1,14.671,1,0,2,9,1,0
12323010,65,0,12,0,1,14.678,1,0,1,7,1,0
17356020,63,0,11,1,1,14.724597,1,1,3,7,0,1
63263010,64,1,6,1,0,14.76,0,0,3,5,0,1
85077020,64,0,12,1,0,14.76,0,0,4,8,1,1
63263040,52,1,3,1,0,14.76,0,1,3,2,1,1
51356020,66,0,11,1,1,14.772,0,1,3,7,1,1
51356030,78,0,7,1,1,14.772,1,1,4,6,1,0
24988040,74,0,10,0,0,14.8,1,1,2,6,1,0
22579010,66,0,12,0,1,14.82,1,1,1,7,0,0
63556040,71,1,12,1,1,14.836,1,0,3,7,1,0
63556010,67,1,14,1,1,14.836,1,0,4,8,1,1
40577020,67,0,11,1,0,14.892,1,1,4,7,1,0
71202010,68,0,6,0,0,14.9,1,1,1,5,1,0
52716020,67,0,12,1,1,14.9,1,1,3,7,1,0
44604010,69,0,17,0,1,14.928,1,1,2,11,1,0
18758010,58,0,12,0,0,14.956,0,0,1,7,1,1
60424020,66,0,12,0,1,14.972,1,1,2,8,0,1
48480020,62,0,12,0,1,14.976,1,0,2,7,1,0
47764010,60,0,12,0,0,14.98,0,1,2,8,1,0
42846010,65,0,13,0,1,14.996,1,1,1,8,1,1
41953010,67,1,6,1,0,15,1,0,3,5,1,0
23381010,69,0,12,0,1,15.028,1,0,1,8,0,0
81198030,69,0,12,1,1,15.036,0,1,3,8,1,0
17136010,60,0,12,1,0,15.1,0,0,4,8,1,1
41350020,66,0,14,1,1,15.1,1,1,3,8,1,1
86896010,60,1,15,0,0,15.132,1,0,1,9,1,1
23034010,68,0,8,1,0,15.132,0,0,4,6,1,0
45400040,72,0,12,1,1,15.152,1,1,4,8,0,1
45400010,66,0,14,1,0,15.152,1,1,3,9,1,0
30607020,65,1,10,0,1,15.204,1,0,2,7,1,0
42151040,54,0,14,1,0,15.224,0,1,4,9,1,1
76577010,63,0,12,1,0,15.236,0,1,3,7,0,1
10433010,65,0,12,0,1,15.26,1,1,1,7,0,0
48888010,64,0,10,1,1,15.266,0,0,3,7,0,0
59403010,64,0,8,0,1,15.32,0,0,1,6,0,0
31514010,66,1,10,1,1,15.34,0,0,4,7,1,1
47074020,66,1,8,1,0,15.348,1,0,4,6,1,1
47074030,70,1,8,1,1,15.348,0,0,3,6,0,1
87587010,67,0,12,0,0,15.35,0,1,2,7,1,1
23548020,61,0,10,1,1,15.36,0,1,4,7,1,1
23548010,67,0,8,1,1,15.36,0,0,3,6,0,0
44957020,66,0,7,0,0,15.364,0,0,1,5,1,0
76338010,65,0,12,0,1,15.376,1,0,1,7,1,0
65861010,67,1,9,0,1,15.384,0,0,2,6,1,0
81975010,65,0,14,0,1,15.4,0,1,1,9,0,0
77113010,65,1,3,0,1,15.444,1,1,2,4,0,1
54185020,67,0,16,1,1,15.468,1,0,3,10,1,1
16248010,68,0,10,0,0,15.48,0,0,2,7,1,0
38797010,63,0,10,0,1,15.485,1,1,2,7,1,0
43532010,68,0,5,1,1,15.488,1,1,4,4,0,1
52548010,66,0,9,0,1,15.492,0,1,2,5,1,1
53683010,68,0,14,0,0,15.496,1,0,1,9,0,1
48228010,66,0,11,1,0,15.504,1,1,3,7,0,1
79609020,65,0,7,1,1,15.516,1,1,4,4,0,0
79609010,65,0,10,1,0,15.516,1,1,3,7,1,1
36277010,61,0,12,1,0,15.524,1,0,3,7,1,0
58280010,65,0,9,0,1,15.55,0,1,1,5,0,0
77864010,67,0,12,0,1,15.588,0,0,1,7,1,0
61326030,71,0,12,0,0,15.588,0,0,2,8,1,1
78911020,69,0,13,1,0,15.6,1,1,3,9,1,0
78911030,70,0,12,1,1,15.6,1,0,3,8,1,1
48855010,68,0,15,0,1,15.62,1,0,2,9,0,0
61086030,70,0,8,1,1,15.66,1,1,3,6,0,0
61086020,68,0,9,1,1,15.66,1,1,3,6,1,0
23454030,69,0,8,1,1,15.668,1,1,3,5,0,1
23454020,66,0,9,1,0,15.668,0,1,3,6,1,1
72733010,66,0,11,0,0,15.684,0,0,2,7,1,0
55106010,68,0,12,0,0,15.702,1,0,1,7,1,0
16747010,67,0,16,1,1,15.75,1,1,4,9,0,0
32209020,67,0,13,0,1,15.768,1,0,2,9,0,1
55253020,65,0,6,1,1,15.783,1,0,3,4,1,0
21168040,69,0,12,0,1,15.8,1,0,1,7,0,1
49801010,64,0,12,0,0,15.8,1,0,1,8,1,1
74053010,65,0,14,0,1,15.805,1,0,2,9,1,0
41849020,65,0,12,1,0,15.828,1,1,3,8,0,1
41849010,68,0,14,1,1,15.828,1,0,3,9,1,1
11379020,65,0,17,1,1,15.85,1,1,4,11,1,0
11379010,69,0,15,1,0,15.85,0,0,3,8,1,0
53037020,68,0,8,1,0,15.876,1,1,3,6,1,0
53037030,79,0,8,1,1,15.876,1,1,3,5,0,0
50665010,65,0,7,1,0,15.9,0,1,3,4,1,0
42739010,64,0,10,1,1,15.936,1,1,4,7,1,1
42739020,65,0,10,1,0,15.936,0,1,3,7,1,0
22693020,69,0,14,0,0,15.944,1,0,1,9,1,1
52468010,66,0,12,1,1,15.948,0,0,4,7,1,0
10568010,68,0,13,0,1,15.98,1,1,1,7,0,1
13286020,68,1,8,1,1,15.996,0,0,4,6,1,1
38938020,65,0,12,0,1,16.034,0,1,1,8,0,0
42546010,69,0,12,1,1,16.08,1,1,4,7,0,0
42546040,77,0,9,1,1,16.08,0,0,4,6,1,0
45277010,68,0,14,0,1,16.09,0,0,1,8,1,0
32669020,58,0,3,1,0,16.091999,0,0,4,2,0,0
41798010,65,0,12,0,0,16.194,0,1,1,8,1,0
83589010,67,0,8,0,1,16.200001,0,0,1,6,0,1
40778010,66,0,12,0,1,16.218,1,1,1,7,0,0
39233030,70,0,12,0,1,16.219999,1,0,1,7,1,0
44075010,64,0,12,1,0,16.239,0,1,4,7,1,1
44075020,65,0,7,1,0,16.239,0,0,4,5,0,0
42157030,55,1,12,1,0,16.26,0,0,4,7,1,1
61085020,66,0,10,1,1,16.268,0,0,3,7,0,1
43257020,65,0,12,1,0,16.284,0,1,3,8,1,1
43257010,63,0,15,1,0,16.284,1,1,4,8,1,0
71724010,67,0,10,0,1,16.296,1,1,2,6,0,0
70989010,65,0,8,1,1,16.308001,1,1,3,5,0,1
70989020,62,0,9,1,0,16.308001,0,1,4,5,1,1
21040020,66,0,11,1,1,16.32,1,0,3,7,1,0
49512040,75,0,16,1,1,16.327999,0,1,4,10,0,0
46163010,69,0,13,0,1,16.372,0,1,2,8,1,0
78760010,68,0,11,0,0,16.403999,1,0,2,6,0,0
15140040,76,0,7,1,1,16.440001,0,1,3,4,1,0
15140010,69,0,11,1,0,16.440001,0,1,4,8,1,1
39914010,66,0,14,1,1,16.459999,1,1,4,8,1,1
49645010,65,0,12,0,1,16.504,1,0,1,7,1,0
83543020,69,0,8,1,1,16.530001,0,1,3,5,1,0
75895040,72,0,9,0,1,16.540001,1,1,1,6,0,0
60705030,71,0,8,1,0,16.584,1,0,4,5,1,0
60705020,64,0,12,1,0,16.584,1,1,4,7,1,0
44751010,65,0,12,0,1,16.652,1,1,2,8,1,0
87447030,71,0,9,0,1,16.684,1,0,1,7,1,0
30781010,66,0,12,0,1,16.704,0,0,1,7,1,1
52612010,68,0,12,0,0,16.74,1,1,1,7,1,0
31607040,71,0,16,0,1,16.752001,1,1,1,9,1,0
41463020,67,0,8,1,0,16.754,1,1,4,5,0,1
41463010,68,0,7,1,1,16.754,1,0,4,5,1,1
50239010,68,0,8,1,1,16.756001,1,0,3,6,1,1
50239020,66,0,10,1,0,16.756001,1,1,3,6,1,0
60880010,65,0,8,1,1,16.76,0,1,3,5,1,1
75886030,71,0,10,1,1,16.799999,1,1,3,7,0,0
33605010,67,0,16,1,1,16.799999,1,1,4,9,1,0
20867010,68,0,12,0,1,16.799999,0,0,2,7,0,1
21199010,68,1,12,0,1,16.809999,1,1,2,7,0,0
19992010,59,0,12,1,0,16.864,0,0,3,8,1,1
22731010,58,0,10,1,0,16.879999,0,1,3,6,1,0
81851020,67,0,14,0,0,16.879999,1,1,2,9,1,1
52854010,59,0,12,1,1,16.927999,0,1,4,7,0,0
71197020,65,0,10,1,1,16.941,0,1,3,6,1,1
56564020,66,0,12,0,0,16.98,1,1,1,8,1,1
14992010,59,0,12,0,0,17,0,1,2,7,1,1
32142010,65,0,12,0,0,17,0,1,1,8,0,0
79113030,73,0,4,1,1,17.004,0,0,3,4,0,0
79113020,61,0,12,1,0,17.004,0,1,4,8,1,1
40123010,68,0,16,0,1,17.076,1,0,2,10,1,0
46668010,67,0,12,1,1,17.087999,0,1,3,8,1,0
46668040,69,0,13,1,1,17.087999,1,1,4,8,1,0
48778020,68,0,3,1,1,17.112,0,0,3,3,0,1
48778010,65,0,12,1,0,17.112,1,1,3,7,1,1
24274040,69,0,11,1,1,17.136,0,0,3,6,1,0
84326020,58,0,10,1,0,17.184,0,1,4,7,0,1
49278030,73,0,12,1,1,17.195,1,1,4,7,0,0
86653010,60,1,13,0,0,17.195999,0,0,1,7,1,1
16603010,65,0,5,0,0,17.200001,1,1,1,3,0,0
61000020,61,0,9,1,0,17.200001,1,1,3,5,1,0
59272020,65,0,8,1,0,17.208,0,1,3,6,1,0
54506020,67,1,16,0,1,17.208,0,0,1,10,0,0
59272010,67,0,6,1,1,17.208,1,1,4,5,1,0
25253010,68,0,12,1,1,17.252001,0,1,4,8,1,0
25253020,62,0,12,1,0,17.252001,0,1,4,7,1,0
56419010,62,1,4,0,0,17.259253,0,0,2,3,0,1
12174040,70,0,11,1,1,17.280001,1,1,4,7,0,0
66096010,62,1,12,1,0,17.280001,0,0,4,8,1,0
24249030,72,1,7,1,1,17.280001,1,0,3,6,1,0
24249020,65,1,8,1,0,17.280001,0,0,4,5,1,1
60112010,69,0,3,0,1,17.292,1,1,1,2,1,1
18243010,66,1,11,0,1,17.323,0,0,2,7,1,0
46165010,68,0,16,0,1,17.34,1,0,1,9,1,1
14830010,58,0,10,1,0,17.379999,0,1,4,7,1,0
14830020,66,0,10,1,1,17.379999,1,1,4,6,1,1
74962030,74,0,6,1,1,17.389999,0,1,3,4,1,0
53910040,75,0,7,1,1,17.4,0,1,4,5,1,0
53910010,68,0,12,1,1,17.4,1,1,3,8,1,0
61402010,66,0,8,0,0,17.431999,1,0,1,5,1,0
86821020,67,0,11,1,1,17.436001,1,1,4,7,1,1
43879010,65,0,10,0,1,17.476999,0,0,2,7,1,0
15935010,67,0,12,0,1,17.535999,1,0,1,8,1,1
84492020,65,0,12,1,0,17.538301,0,1,4,7,0,0
40677010,68,0,11,1,1,17.544001,0,0,4,6,1,0
35614020,68,0,12,1,0,17.549999,1,1,3,8,1,0
35614010,68,0,16,1,1,17.549999,1,1,4,9,0,0
15189010,67,0,12,1,0,17.568001,1,1,4,8,1,0
15189040,71,0,12,1,1,17.568001,1,1,4,8,1,0
85920040,58,0,9,1,1,17.572001,0,1,4,7,1,1
71771010,59,0,12,0,0,17.584,0,0,2,7,1,1
54247040,70,0,10,1,1,17.6,0,1,4,7,1,0
34161020,68,0,10,1,1,17.604,1,1,4,7,0,1
34161010,66,0,11,1,0,17.604,1,1,3,7,1,1
75765010,67,0,15,1,1,17.615999,0,1,3,8,1,0
36726010,65,0,12,0,0,17.620001,1,0,1,8,1,0
24341010,59,0,12,0,0,17.624001,0,0,1,8,0,0
32996010,65,0,10,0,0,17.660999,1,0,2,6,0,0
50383010,69,0,12,0,1,17.688,0,0,2,8,1,1
78852030,76,0,8,1,1,17.700001,0,1,3,6,1,0
22035040,72,0,9,1,0,17.740999,1,1,4,6,1,0
23718010,60,0,6,1,0,17.747999,0,1,4,4,0,0
79218010,66,0,16,0,1,17.771999,1,0,1,9,1,1
12887010,67,0,12,0,1,17.77264,0,0,2,7,1,0
30760010,67,0,17,1,1,17.780001,1,1,3,11,1,1
78216010,60,0,12,0,0,17.799999,1,1,1,8,1,0
55756010,66,0,17,0,1,17.805,1,0,2,11,1,1
18212010,65,1,7,0,1,17.940001,1,0,1,5,1,0
80875040,71,0,8,1,1,17.964001,0,0,4,5,1,0
80875010,66,0,12,1,1,17.964001,0,0,3,8,1,0
53050020,62,0,12,1,0,17.973,0,1,4,8,1,0
51788040,70,0,10,1,1,17.983999,1,0,3,7,0,0
51788010,65,0,9,1,0,17.983999,0,1,4,6,1,0
21190040,70,0,3,1,1,17.988001,1,0,3,3,0,1
30732040,70,0,12,0,1,18,1,0,1,8,0,0
15514030,69,0,16,1,1,18,1,1,3,10,1,0
15514020,63,0,16,1,1,18,1,1,3,10,1,1
76224020,65,0,8,1,0,18.02,1,0,4,5,1,1
35704020,68,0,12,1,0,18.02,0,1,3,8,1,0
35704030,72,0,11,1,1,18.02,1,1,3,8,0,0
66031010,66,1,3,1,0,18.048,0,1,4,3,1,1
66031040,69,1,6,1,1,18.048,0,0,4,4,1,0
47831010,69,0,12,0,0,18.058001,1,1,1,8,1,0
53301020,59,0,7,1,0,18.120001,0,1,3,4,1,0
32085010,67,0,15,0,1,18.132,1,0,1,9,1,0
21011010,67,1,16,0,0,18.143999,1,0,2,9,1,0
51639030,74,0,10,1,1,18.153999,0,1,4,7,1,0
51639020,66,0,12,1,0,18.153999,0,1,3,7,0,0
56747020,62,1,6,1,0,18.191999,1,1,3,4,0,0
60293010,68,0,10,1,0,18.24,1,0,4,7,1,0
21001010,65,0,12,0,1,18.247999,1,0,1,8,0,1
76441010,65,0,14,0,1,18.264,1,0,1,9,0,1
77789010,67,0,12,0,1,18.392,1,0,2,8,1,0
18443010,67,0,12,0,1,18.393,1,0,2,7,1,1
20243010,66,0,14,0,1,18.4,1,1,2,8,1,1
24440010,65,0,12,0,0,18.403999,1,0,2,8,0,1
40795030,71,0,14,0,1,18.412001,1,0,1,8,1,0
33390010,66,0,7,0,0,18.440001,1,0,2,6,0,0
56296010,65,0,8,1,1,18.48,1,1,3,5,1,0
55634010,69,0,11,0,0,18.5,0,1,2,6,1,0
14080030,70,0,17,1,1,18.51,0,1,4,9,1,1
14080020,67,0,12,1,0,18.51,1,1,4,7,0,0
80200020,63,0,2,0,0,18.511999,0,1,1,2,1,0
35605010,67,0,11,0,1,18.514999,1,0,2,7,1,1
84388010,67,0,16,1,1,18.556,1,1,3,9,1,1
84388020,65,0,14,1,1,18.556,1,0,4,8,0,0
79874010,62,0,5,1,1,18.563999,1,0,4,5,1,1
79874040,70,0,12,1,1,18.563999,1,1,3,7,1,0
34998010,67,0,17,1,1,18.6,1,0,3,9,1,1
34998040,74,0,14,1,1,18.6,1,1,4,8,1,1
84597010,66,0,9,0,0,18.601999,1,0,2,6,1,0
43318010,68,0,16,0,1,18.612,1,0,1,10,1,1
